page,university,institution,code,license,bacType,score
51,جامعة قابس,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس,50603,الإجازة في الهندسة الطاقية,علوم تجريبية,91.9444
51,جامعة قابس,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس,50603,الإجازة في الهندسة الطاقية,العلوم التقنية,103.3833
51,جامعة قابس,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس,51629,الإجازة في الإلكترونيك والكهروتقنية والآلية,رياضيات,117.5235
51,جامعة قابس,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس,51629,الإجازة في الإلكترونيك والكهروتقنية والآلية,علوم تجريبية,72.2101
51,جامعة قابس,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس,51629,الإجازة في الإلكترونيك والكهروتقنية والآلية,العلوم التقنية,104.4833
51,جامعة قابس,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقابس,51629,الإجازة في الإلكترونيك والكهروتقنية والآلية,علوم الإعلامية,138.77
51,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,الإجازة في القانون,آداب,104.6353
51,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,الإجازة في القانون,رياضيات,106.2136
51,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,الإجازة في القانون,علوم تجريبية,116.4
51,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,الإجازة في القانون,إقتصاد وتصرف,78.3836
51,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,الإجازة في القانون,العلوم التقنية,77.4998
51,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,الإجازة في القانون,علوم الإعلامية,119.3442
51,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,الإجازة في القانون,رياضة,150.0515
51,جامعة قابس,المعهد العالي للبيولوجيا التطبيقية بمدنين,54512,الإجازة في علوم الأحياء و المحيط,علوم تجريبية,95.3995
51,جامعة قابس,المعهد العالي للبيولوجيا التطبيقية بمدنين,54546,الإجازة في البيوتكنولوجيا,علوم تجريبية,72.0167
51,جامعة قابس,المعهد العالي لعلوم و تقنيات المياه بقابس,51510,الإجازة في علوم الأرض,علوم تجريبية,83.5938
51,جامعة قابس,المعهد العالي لعلوم و تقنيات المياه بقابس,51510,الإجازة في علوم الأرض,العلوم التقنية,90.0849
51,جامعة قابس,المعهد العالي لعلوم و تقنيات المياه بقابس,51570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم تجريبية,106.0451
51,جامعة قابس,المعهد العالي لعلوم و تقنيات المياه بقابس,51570,الإجازة في الهندسـة الميكانـيـكـيـة,العلوم التقنية,84.9745
51,جامعة قابس,المعهد العالي لعلوم و تقنيات المياه بقابس,51570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم الإعلامية,116.5
51,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54101,الإجازة في العربية,آداب,95.2265
51,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54101,الإجازة في العربية,علوم تجريبية,156.541
51,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54101,الإجازة في العربية,إقتصاد وتصرف,83.5918
51,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54101,الإجازة في العربية,علوم الإعلامية,104.695
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54102,الإجازة في الإنقليزية,آداب,77.2503
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54102,الإجازة في الإنقليزية,علوم تجريبية,140.8816
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54102,الإجازة في الإنقليزية,إقتصاد وتصرف,73.8485
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54102,الإجازة في الإنقليزية,العلوم التقنية,114.775
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54102,الإجازة في الإنقليزية,علوم الإعلامية,109.3348
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54103,الإجازة في الفرنسية,آداب,88.1132
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54103,الإجازة في الفرنسية,علوم تجريبية,130.1816
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54103,الإجازة في الفرنسية,إقتصاد وتصرف,79.24
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54103,الإجازة في الفرنسية,العلوم التقنية,127.1642
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54106,الإجازة في الألمانية,آداب,79.0815
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54106,الإجازة في الألمانية,علوم تجريبية,141.4112
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54106,الإجازة في الألمانية,إقتصاد وتصرف,84.2601
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54106,الإجازة في الألمانية,العلوم التقنية,88.7786
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54106,الإجازة في الألمانية,علوم الإعلامية,115.6456
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54477,الإجازة في التربية والتعليم,آداب,126.115
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54477,الإجازة في التربية والتعليم,رياضيات,128.58
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54477,الإجازة في التربية والتعليم,علوم تجريبية,153.955
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54477,الإجازة في التربية والتعليم,إقتصاد وتصرف,168.485
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54477,الإجازة في التربية والتعليم,العلوم التقنية,146.055
52,جامعة قابس,المعهد العالي للعلوم الإنسانية بمدنين,54477,الإجازة في التربية والتعليم,علوم الإعلامية,146.63
52,جامعة قابس,المعهد العالي للمنظومات الصناعية بقابس,52570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم تجريبية,78.5386
52,جامعة قابس,المعهد العالي للمنظومات الصناعية بقابس,52570,الإجازة في الهندسـة الميكانـيـكـيـة,العلوم التقنية,87.1044
52,جامعة قابس,المعهد العالي للمنظومات الصناعية بقابس,52570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم الإعلامية,119.065
52,جامعة قابس,المعهد العالي للمنظومات الصناعية بقابس,52629,الإجازة في الإلكترونيك والكهروتقنية والآلية,علوم تجريبية,89.1483
52,جامعة قابس,المعهد العالي للمنظومات الصناعية بقابس,52629,الإجازة في الإلكترونيك والكهروتقنية والآلية,العلوم التقنية,92.8939
52,جامعة قابس,المعهد العالي للمنظومات الصناعية بقابس,52629,الإجازة في الإلكترونيك والكهروتقنية والآلية,علوم الإعلامية,100.6962
52,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56118,الإجازة في الأنتروبولوجيا,آداب,95.6119
52,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56118,الإجازة في الأنتروبولوجيا,إقتصاد وتصرف,85.1222
52,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56202,الإجازة في الفنون التشكيلية,آداب,80.1183
52,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56202,الإجازة في الفنون التشكيلية,علوم تجريبية,92.2051
52,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56202,الإجازة في الفنون التشكيلية,إقتصاد وتصرف,72.4601
52,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56202,الإجازة في الفنون التشكيلية,علوم الإعلامية,77.4801
52,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56202,الإجازة في الفنون التشكيلية,رياضة,90.4267
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56207,الإجازة في تصميم الفضاء,آداب,119.3318
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56207,الإجازة في تصميم الفضاء,علوم تجريبية,114.367
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56207,الإجازة في تصميم الفضاء,إقتصاد وتصرف,87.014
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56207,الإجازة في تصميم الفضاء,العلوم التقنية,70.2333
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56207,الإجازة في تصميم الفضاء,علوم الإعلامية,78.6367
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56207,الإجازة في تصميم الفضاء,رياضة,119.6742
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56209,الاجازة في تصميم الصورة,آداب,106.5025
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56209,الاجازة في تصميم الصورة,علوم تجريبية,100.3598
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56209,الاجازة في تصميم الصورة,إقتصاد وتصرف,85.3433
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56209,الاجازة في تصميم الصورة,العلوم التقنية,74.1984
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56477,الإجازة في التربية والتعليم,آداب,124.91
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56477,الإجازة في التربية والتعليم,رياضيات,121.72
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56477,الإجازة في التربية والتعليم,علوم تجريبية,149.625
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56477,الإجازة في التربية والتعليم,إقتصاد وتصرف,159.39
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56477,الإجازة في التربية والتعليم,العلوم التقنية,147.165
53,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56477,الإجازة في التربية والتعليم,علوم الإعلامية,144.795
53,جامعة قابس,المعهد العالي للإعلامية بمدنين,54523,الإجازة في علوم الإعلامية,علوم تجريبية,91.7499
53,جامعة قابس,المعهد العالي للإعلامية بمدنين,54523,الإجازة في علوم الإعلامية,العلوم التقنية,121.12
53,جامعة قابس,المعهد العالي للإعلامية بمدنين,54523,الإجازة في علوم الإعلامية,علوم الإعلامية,91.74
53,جامعة قابس,المعهد العالي للإعلامية بمدنين,54573,الإجازة في تكنولوجيات المعلومات والاتصالات,رياضيات,112.7317
53,جامعة قابس,المعهد العالي للإعلامية بمدنين,54573,الإجازة في تكنولوجيات المعلومات والاتصالات,علوم تجريبية,77.2281
53,جامعة قابس,المعهد العالي للإعلامية بمدنين,54573,الإجازة في تكنولوجيات المعلومات والاتصالات,العلوم التقنية,98.5212
53,جامعة قابس,المعهد العالي للإعلامية بمدنين,54573,الإجازة في تكنولوجيات المعلومات والاتصالات,علوم الإعلامية,78.9087
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,50797,الإجازة في علوم التمريض-اناث,آداب,139.298
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,50797,الإجازة في علوم التمريض-اناث,رياضيات,157.076
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,50797,الإجازة في علوم التمريض-اناث,علوم تجريبية,162.8968
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,50797,الإجازة في علوم التمريض-اناث,رياضة,179.7119
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,51797,الإجازة في علوم التمريض-ذكور,آداب,136.9065
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,51797,الإجازة في علوم التمريض-ذكور,رياضيات,137.3024
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,51797,الإجازة في علوم التمريض-ذكور,علوم تجريبية,135.446
53,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,51797,الإجازة في علوم التمريض-ذكور,رياضة,190.1283
54,جامعة قابس,المعهد التحضيري للدراسات الهندسية بقابس,50522,مرحلة تحضيرية علمية,رياضيات,89.9434
54,جامعة قابس,المعهد التحضيري للدراسات الهندسية بقابس,50522,مرحلة تحضيرية علمية,علوم تجريبية,99.7466
54,جامعة قابس,المعهد التحضيري للدراسات الهندسية بقابس,50522,مرحلة تحضيرية علمية,علوم الإعلامية,96.82
54,جامعة قابس,المعهد التحضيري للدراسات الهندسية بقابس,50532,مرحلة تحضيرية - تكنولوجيا,العلوم التقنية,119.0033
54,جامعة قابس,المعهد التحضيري للدراسات الهندسية بقابس,50832,مرحلة تحضيرية: بيولوجيا - جيولوجيا,رياضيات,105.8108
54,جامعة قابس,المعهد التحضيري للدراسات الهندسية بقابس,50832,مرحلة تحضيرية: بيولوجيا - جيولوجيا,علوم تجريبية,90.7356
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10360,الإجازة في التصرف في تكنولوجيات المعلومات والاتصال,رياضيات,127.195
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10360,الإجازة في التصرف في تكنولوجيات المعلومات والاتصال,علوم تجريبية,142.7
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10360,الإجازة في التصرف في تكنولوجيات المعلومات والاتصال,إقتصاد وتصرف,149.2
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10360,الإجازة في التصرف في تكنولوجيات المعلومات والاتصال,علوم الإعلامية,149.49
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10572,الإجازة في علوم وتكنولوجيات المعلومات والاتصالات,رياضيات,148.7479
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10572,الإجازة في علوم وتكنولوجيات المعلومات والاتصالات,علوم تجريبية,153.6627
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10572,الإجازة في علوم وتكنولوجيات المعلومات والاتصالات,العلوم التقنية,160.8673
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية في المواصلات بتونس,10572,الإجازة في علوم وتكنولوجيات المعلومات والاتصالات,علوم الإعلامية,171.6636
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10391,الإجازة في إدارة الأعمال,رياضيات,145.015
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10391,الإجازة في إدارة الأعمال,علوم تجريبية,141.235
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10391,الإجازة في إدارة الأعمال,إقتصاد وتصرف,119.5244
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10391,الإجازة في إدارة الأعمال,العلوم التقنية,141.9409
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10391,الإجازة في إدارة الأعمال,علوم الإعلامية,157.7769
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10394,الاجازة في المحاسبة و المالية,علوم تجريبية,127.2658
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10394,الاجازة في المحاسبة و المالية,إقتصاد وتصرف,124.295
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10394,الاجازة في المحاسبة و المالية,العلوم التقنية,148.2004
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10394,الاجازة في المحاسبة و المالية,علوم الإعلامية,139.6939
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10396,الاجازة في التجارة والتوزيع,رياضيات,121.215
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10396,الاجازة في التجارة والتوزيع,علوم تجريبية,137.6983
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10396,الاجازة في التجارة والتوزيع,إقتصاد وتصرف,114.3723
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10396,الاجازة في التجارة والتوزيع,العلوم التقنية,133.815
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10396,الاجازة في التجارة والتوزيع,علوم الإعلامية,142.2512
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10566,الإجازة في تكنولوجيات الإعلامية,رياضيات,132.815
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10566,الإجازة في تكنولوجيات الإعلامية,علوم تجريبية,136.6604
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10566,الإجازة في تكنولوجيات الإعلامية,إقتصاد وتصرف,137.04
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10566,الإجازة في تكنولوجيات الإعلامية,العلوم التقنية,146.4616
54,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10566,الإجازة في تكنولوجيات الإعلامية,علوم الإعلامية,160.6712
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10570,الإجازة في الهندسـة الميكانـيـكـيـة,رياضيات,131.273
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم تجريبية,128.5552
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10570,الإجازة في الهندسـة الميكانـيـكـيـة,العلوم التقنية,132.5677
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم الإعلامية,144.969
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10571,الإجازة في الهندسـة الكهـربـائـيــة,رياضيات,124.7353
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10571,الإجازة في الهندسـة الكهـربـائـيــة,علوم تجريبية,123.2908
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10571,الإجازة في الهندسـة الكهـربـائـيــة,العلوم التقنية,127.095
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,10571,الإجازة في الهندسـة الكهـربـائـيــة,علوم الإعلامية,147.6012
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,11568,الإجازة في الهندسـة المدنية,رياضيات,126.9413
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,11568,الإجازة في الهندسـة المدنية,علوم تجريبية,120.6567
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,11568,الإجازة في الهندسـة المدنية,العلوم التقنية,99.7423
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية برادس,11568,الإجازة في الهندسـة المدنية,علوم الإعلامية,144.2218
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22391,الإجازة في إدارة الأعمال,علوم تجريبية,123.64
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22391,الإجازة في إدارة الأعمال,إقتصاد وتصرف,109.0919
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22391,الإجازة في إدارة الأعمال,العلوم التقنية,142.3475
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22391,الإجازة في إدارة الأعمال,علوم الإعلامية,120.6479
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22394,الاجازة في المحاسبة و المالية,رياضيات,112.9171
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22394,الاجازة في المحاسبة و المالية,علوم تجريبية,125.4629
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22394,الاجازة في المحاسبة و المالية,إقتصاد وتصرف,118.045
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22394,الاجازة في المحاسبة و المالية,العلوم التقنية,144.45
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22394,الاجازة في المحاسبة و المالية,علوم الإعلامية,121.6109
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22396,الاجازة في التجارة والتوزيع,علوم تجريبية,128.935
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22396,الاجازة في التجارة والتوزيع,إقتصاد وتصرف,109.1507
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22396,الاجازة في التجارة والتوزيع,العلوم التقنية,137.725
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22396,الاجازة في التجارة والتوزيع,علوم الإعلامية,133.3541
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22566,الإجازة في تكنولوجيات الإعلامية,رياضيات,123.595
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22566,الإجازة في تكنولوجيات الإعلامية,علوم تجريبية,132.1076
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22566,الإجازة في تكنولوجيات الإعلامية,إقتصاد وتصرف,115.7633
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22566,الإجازة في تكنولوجيات الإعلامية,العلوم التقنية,149.051
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22566,الإجازة في تكنولوجيات الإعلامية,علوم الإعلامية,151.6083
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22568,الإجازة في الهندسـة المدنية,رياضيات,117.0807
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22568,الإجازة في الهندسـة المدنية,علوم تجريبية,121.73
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22568,الإجازة في الهندسـة المدنية,العلوم التقنية,101.92
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22568,الإجازة في الهندسـة المدنية,علوم الإعلامية,130.4847
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22570,الإجازة في الهندسـة الميكانـيـكـيـة,رياضيات,129.9515
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم تجريبية,119.635
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22570,الإجازة في الهندسـة الميكانـيـكـيـة,العلوم التقنية,119.0
55,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم الإعلامية,160.7675
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22571,الإجازة في الهندسـة الكهـربـائـيــة,رياضيات,105.7586
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22571,الإجازة في الهندسـة الكهـربـائـيــة,علوم تجريبية,118.08
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22571,الإجازة في الهندسـة الكهـربـائـيــة,العلوم التقنية,119.1285
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بنابل,22571,الإجازة في الهندسـة الكهـربـائـيــة,علوم الإعلامية,154.8183
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30391,الإجازة في إدارة الأعمال,رياضيات,128.507
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30391,الإجازة في إدارة الأعمال,علوم تجريبية,137.6716
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30391,الإجازة في إدارة الأعمال,إقتصاد وتصرف,120.2573
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30391,الإجازة في إدارة الأعمال,العلوم التقنية,153.224
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30391,الإجازة في إدارة الأعمال,علوم الإعلامية,132.52
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30566,الإجازة في تكنولوجيات الإعلامية,رياضيات,115.05
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30566,الإجازة في تكنولوجيات الإعلامية,علوم تجريبية,123.0179
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30566,الإجازة في تكنولوجيات الإعلامية,إقتصاد وتصرف,131.3425
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30566,الإجازة في تكنولوجيات الإعلامية,العلوم التقنية,156.105
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30566,الإجازة في تكنولوجيات الإعلامية,علوم الإعلامية,140.865
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30571,الإجازة في الهندسـة الكهـربـائـيــة,رياضيات,112.1735
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30571,الإجازة في الهندسـة الكهـربـائـيــة,علوم تجريبية,117.6679
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30571,الإجازة في الهندسـة الكهـربـائـيــة,العلوم التقنية,119.7812
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,30571,الإجازة في الهندسـة الكهـربـائـيــة,علوم الإعلامية,124.1521
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,31570,الإجازة في الهندسـة الميكانـيـكـيـة,رياضيات,114.435
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,31570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم تجريبية,114.26
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,31570,الإجازة في الهندسـة الميكانـيـكـيـة,العلوم التقنية,113.8248
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بسوسة,31570,الإجازة في الهندسـة الميكانـيـكـيـة,علوم الإعلامية,123.0233
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بصفاقس,40391,الإجازة في إدارة الأعمال,رياضيات,89.3815
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بصفاقس,40391,الإجازة في إدارة الأعمال,علوم تجريبية,113.4735
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بصفاقس,40391,الإجازة في إدارة الأعمال,إقتصاد وتصرف,101.47
56,الإدارة العامة للدراسات التكنولوجية,المعهد العالي للدراسات التكنولوجية بصفاقس,40391,الإجازة في إدارة الأعمال,العلوم التقنية,121.9533
